title,date,url,ingredients,steps
Receta de lubina agridulce,2019-08-08 13:00:31+00:00,https://okdiario.com/recetas/receta-lubina-agridulce-4453200/,1 kg de lubina. 50 gr de tocino. 1 cucharada de azúcar. 1 cucharada de harina. 60 gr de mantequilla. 1 limón. 1 cebolla. Aceite. Sal,"La lubina es un tipo de pescado que se prepara muy fácilmente, nos aseguramos de encontrar la mejor pieza a nuestra disposición. La vamos a limpiar, retirar las espinas que pueda tener y la cabeza. En la misma pescadería nos lo pueden dejar lista para la acción.. Picamos la cebolla muy fina y la colocamos en una sartén con un chorrito de aceite. Cuando la cebolla empiece a estar transparente le añadiremos el bacon cortadito en trocitos pequeños. Estos dos ingredientes le darán un sabor impresionante a la lubina.. Le añadimos a esta base la lubina cortada en rodajas. La habremos salpimentado a gusto para que empiece a coger color y esté perfectamente cocinada. Freímos la lubina por los dos lados, con unos 3 minutos por lado puede quedar bien. Este tipo de pescado no necesitará mucho tiempo, es mejor que se termine de cocinar con el calor residual y el sabor del resto de los ingredientes.. En un cazo ponemos la mantequilla a temperatura ambiente. Dejamos que se vaya fundiendo, antes de la llegada del azúcar y una cucharada de agua. Haremos una especie de salsa dulce que completará el pescado.. Cuando esta base de salsa esté fundida le añadimos la harina. Removemos como si estuviéramos haciendo una bechamel sencilla. Cuando coja un poco de color le añadimos zumo de limón, si queda una salsa muy espesa podemos ponerle un poco de agua.. Incorporamos la salsa a la lubina que estará en el fuego con el bacon y la cebolla. Dejaremos que coja temperatura unos minutos y la serviremos en caliente. Tendremos listo un plato de pescado de restaurante con un sabor y textura impresionantes. Solo nos quedará preparar el pan para disfrutar de esta increíble lubina."
Receta de Pizza de bacalao y chorizo,2019-08-08 12:00:37+00:00,https://okdiario.com/recetas/receta-pizza-bacalao-chorizo-4453790/,1 base de pizza. 300 gramos de bacalao desalado. 1-2 chorizos. 50 gramos queso mozzarella. 50 gramos de queso provolone. Salsa de tomates pelados,"Cortar trozos muy delgados del bacalao desalado. Si hemos comprado bacalao en salazón, debe estar en agua durante 48 horas, cambiando el líquido cada 8 horas.. Estirar la base de la pizza en un molde para hornear. Se puede hacer cuadrada o redonda, según guste.. Precalentar el horno en 200 grados centígrados.. Cubrir la base de pizza con la salsa de tomate, preferiblemente que sea casera.. Colocar sobre la salsa los trozos de bacalao desalado. Repartir por toda la base.. Añadir el queso mozzarella rayado por toda la pizza. Distribuir de forma uniforme por toda la base.. Agregar el queso provolone. Cubrir casi toda la pizza con ambos quesos.. Si no se encuentran estos dos tipos de queso, pueden utilizarse otros, al gusto.. Cortar los chorizos en rodajas delgadas.. Colocar las rodajas de chorizo distribuidas por toda la base de la pizza.. Añadir la pizza dentro del molde. Hornear durante unos 5 o 7 minutos.. Sacar la pizza del horno."
Receta de tortilla mallorquina,2019-08-08 11:00:48+00:00,https://okdiario.com/recetas/receta-tortilla-mallorquina-4453088/,10 huevos. 8 sardinas. 1 limón. 1 cebolla. 1 diente de ajo. Laurel. Pimentón. Perejil. Pimienta. Aceite. Sal,"Empezaremos esta receta preparando uno de los ingredientes principales, las sardinas. Las vamos a limpiar, este paso nos lo pueden hacer en la misma pescadería. Les quitamos las espinas y la cabeza y las lavaremos, dejando solo los lomos.. Maceraremos este pescado azul durante unos minutos. Los colocamos en una fuente y les añadimos un buen chorro de zumo de limón.. Pelamos y picamos el ajo que también ayudará a aromatizar las sardinas, lo ponemos por encima. Le añadimos la hoja de laurel.. Seguimos con el macerado ponemos una cucharada de pimentón y una pizca de pimienta. Dejamos que todos los sabores se mezclen durante una media hora. Podemos dejarlos más tiempo no pasará nada.. Llega el turno de la cebolla, la pelamos y picamos muy finita. Ponemos un buen chorro de aceite en la sartén y empezamos a pocharla. Le añadiremos un poco de sal para acelerar el proceso.. Mientras se cocina la cebolla nos ponemos manos a la obra con los huevos. Separamos las yemas de las claras y empezamos batiendo las claras. Llegaremos a un punto de nieve que nos conseguirá una tortilla más esponjosa.. Cuando tenemos las claras batidas a punto de nieve incorporamos las yemas. Dejamos esta mezcla preparada.. En el momento en que tenemos la cebolla pochada le ponemos las sardinas cortaditas en trocitos. Dejamos que se cocinen dos minutos antes de la llegada de los huevos.. Ponemos los huevos y dejamos que la tortilla cuaje. Le daremos la vuelta con cuidado, nos debe quedar una tortilla esponjosa y deliciosa. Cuando tenemos la tortilla lista la dejamos reposar unos minutos antes de servirla.. Podemos ponerle un poco de cebollino picado o unos germinados para decorar. Tendremos lista una tortilla mallorquina impresionante y saludable."
Receta de Merluza con acelgas en crema,2019-08-08 10:00:29+00:00,https://okdiario.com/recetas/receta-merluza-acelgas-crema-4453538/,Filetes de merluza. 300 gramos de acelgas. 40 gramos de piñones pelados. 250 mililitros de salsa bechamel. 2 cucharadas de aceite de oliva. Sal,Añadir una cucharadita de aceite de oliva en una sartén.. Añadir los piñones la sartén y dorar.. Cortar las hojas de acelgas e incluirlas en la sartén.. Tapar la sartén para que la mezcla se cocine con el vapor. Cocinar durante 5 minutos.. Añadir a la mezcla de las espinacas la salsa bechamel y un poco de sal. Dejar cocinando por dos minutos.. Colocar una cucharada de aceite en un una bandeja de hornear pequeña.. Agregar un filete de merluza sobre el aceite.. Añadir la mezcla de espinacas con piñones sobre la merluza.. Colocar encima la otra rodaja de merluza. Añadir un poco más de aceite de oliva. Dar un punto de sal.. Precalentar el horno a 180 grados centígrados.. Hornear la merluza durante 15 minutos.
Receta de conejo con pasas al microondas,2019-08-08 09:00:41+00:00,https://okdiario.com/recetas/receta-conejo-pasas-microondas-4453079/,1 conejo. 1 vaso de vino blanco seco. 100 gr de pasas de Corinto. 2 cucharadas de mostaza. 50 gr de almendras. 1 cebolla. 2 dientes de ajo. Pimienta. Laurel. Aceite. Sal,"Empezamos esta sencilla y deliciosa receta buscando todos los ingredientes. El conejo lo vamos a pedir troceado para que sea más fácil de cocinar, en la propia carnicería nos lo pueden cortar o en casa con cuidado lo vamos cortando en trozos del mismo tamaño.. Pelamos la cebolla y la cortamos muy finita. La vamos a poner en una fuente apta para microondas con un poco de aceite. Le añadimos el ajo pelado y picado. Es importante que la fuente tenga tapa para que cocine más rápidamente.. Incorporamos las almendras y ponemos en el microondas a máxima potencia durante unos 5 minutos hasta que estén las verduras tiernas. Sazonamos al gusto y removemos a la mitad del tiempo, de esta manera nos quedará un fondo ideal para completar el sabor del conejo.. Ponemos en ese momento el conejo. Lo habremos salpimentado al gusto y dispondremos en la fuente bien repartido.. Le añadimos las pasas y lo untamos todo con un poco de mostaza. Este ingrediente le dará una gran intensidad, será mejor no ponerle demasiado, siempre podremos añadirle un poco más antes de presentarlo.. Para darle sabor le añadimos la hoja de laurel y el vaso de vino blanco. Ponemos todo al microondas a máxima potencia 8 minutos. A mitad de la cocción le daremos la vuelta y removeremos un poco para que nos quede una salsa mucho más espesa. Le podemos incorporar media cucharada de harina.. Pasado este tiempo retiramos del microondas y dejamos que repose en la misma fuente. Servimos con la salsa por encima y disfrutamos de un plato de carne de restaurante."
Receta de Tarta de zanahoria y harina de almendras,2019-08-07 18:00:34+00:00,https://okdiario.com/recetas/receta-tarta-zanahoria-harina-almendras-4450334/,4 huevos. 400 gr de zanahoria. 250 gr de harina de almendras. 60 gr de harina. 200 gr de azúcar. 1 cucharada de polvo de hornear. 1pizca de sal. Ralladura y zumo de 1 limón,"Precalentar el horno a temperatura moderada durante 15 minutos.. Engrasar y enharinar un molde de 24 centímetros de diámetro.. Pelar y rallar las zanahorias.. Separar las claras de huevo de las yemas con cuidado.. Batir las yemas con el azúcar hasta que estén bien espumosas. . Agregar la zanahoria rallada, las harinas, la ralladura y zumo de limón y el polvo de hornear.. Aparte, montar las claras con una pizca de sal a punto nieve.. Incorporar las claras al batido de yemas en tandas, con movimientos envolventes para no bajar el batido.. Verter la mezcla en el molde y hornear durante 30 a 35 minutos a 180º. El punto de cuajado lo sabremos introduciendo un palillo de cocina limpio; debe salir seco.. Mientras la tarta de zanahoria y harina de almendras se enfría, preparar la cobertura.. Mezclar el azúcar glas con el zumo de limón poco a poco. Queda un glaseado espeso.. Cubrir la tarta, dejar secar y servir.. También se puede usar chocolate cobertura."
Receta de Tortilla de patatas con jamón y alioli,2019-08-07 16:00:33+00:00,https://okdiario.com/recetas/receta-tortilla-patatas-jamon-alioli-4450247/,5 patatas. 6 huevos. 6 lonjas de jamón serrano. 1 cucharada de mayonesa. 1 diente de ajo. Sal,"Pelar y picar las patatas en trozos medianos.. Freír las patatas en una sartén con aceite. Hacer esto durante unos 10 minutos a fuego lento.. Batir los seis huevos.. Añadir los huevos batidos a la sartén con las patatas. Dar un punto de sal al conjunto.. Echar en otra sartén con poco aceite la mitad de la mezcla de las patatas y los huevos. Esto debe hacerse antes de que el huevo endurezca.. Dar vuelta a la tortilla con la ayuda de un plato, tantas veces como haga falta, hasta que quede dorada.. Pelar y picar el diente de ajo.. Mezclar la mayonesa con el diente de ajo y batir. Esto nos dará la salsa alioli.. Echar la salsa alioli en una de las mezclas de huevo y patatas.. Cortar el jamón en trocitos y colocar sobre la salsa alioli.. Formar la segunda tortilla de la misma forma que la primera.. Sacar ambas tortillas del fuego. Armarlas en un plato, de forma que haya una especie de tortilla en dos capas."
Receta de espuma de cava,2019-08-07 12:00:57+00:00,https://okdiario.com/recetas/receta-espuma-cava-4449782/,½ botella de cava. 4 unidades de huevos: 4 yemas y 2 claras. 1 taza de azúcar blanca. 100 gr de nata. Una gotas de zumo de limón,"En una cacerola, verter la media botella de cava y dejar que evapore el alcohol durante 3 minutos a fuego medio.. Añadir al vino la taza de azúcar. Mezclar bien y cocinar a fuego medio, removiendo de vez en cuando. La cocción debe durar hasta que se reduzca la mezcla de vino y se forme un almíbar espeso.. En una batidora, poner las dos claras de huevo. Batir hasta alcanzar el punto de nieve. A continuación, ir incorporando poco a poco el almíbar de cava, sin dejar de batir.. Seguir batiendo la mezcla anterior hasta que se enfríe totalmente. . Incorporar las cuatro yemas de huevo, la nata y unas cuatro gotas de zumo de limón. Batir hasta lograr una mezcla homogénea.. Verter la espuma de cava en copas, refrigerar y servir fría."
Receta de pizza Mastropiero,2019-08-07 11:00:48+00:00,https://okdiario.com/recetas/receta-pizza-mastropiero-4449983/,250 gr de masa de pizza. Salsa de tomate. 100 gr de queso mozzarella. 50 gr de queso roquefort o cabrales. 50 gr de nuez molida. 4 hojas de albahaca fresca. Orégano. Aceite. Sal,"Para cocinar una buena pizza debemos tener siempre el horno preparado. Encendemos el horno a 180º para que se vaya precalentando. En el momento de tener la pista preparada con el horno listo se cocinará más rápidamente y nos quedará mucho mejor.. Extendemos la masa sobre la superficie de trabajo previamente enharinada. La masa de una pizza se caracteriza por ser fina y crujiente. Este paso también es indispensable para que nos quede una pizza de restaurante.. Le daremos una forma redonda y la colocamos en una fuente para horno. Tendremos lista la base sobre la cual colocaremos el resto de los ingredientes.. Empezaremos espolvoreando con un poco de queso en polvo la masa. Encima colocamos la salsa de tomate. La extenderemos bien por toda la superficie. Este tipo de salsa la podemos preparar en unos minutos o directamente comprarla hecha, es importante que sea de buena calidad.. Ponemos por encima unos trocitos de mozzarella perfectamente distribuida. Este queso tendrá más protagonismo, es mucho más suave y delicado que el Roquefort o Cabrales.. Seguiremos con el Roquefort o Cabrales, este ingrediente llegará en función de nuestros gustos. Podemos ponerle más o menos, dependerá de cuánto nos guste el queso intenso o no.. Para darle el toque extra cubrimos los quesos con nuez molida. Le dará un punto de textura y un sabor impresionantes.. Finalizamos con unas hojas de albahaca por encima. Horneamos la pizza a 180º durante unos 30 minutos hasta que esté perfectamente cocinada. Disfrutaremos de un plato repleto de buenas sensaciones que nos trasladará directamente a una de las mejores pizzerías italianas."
Receta de merluza hervida,2019-08-07 10:00:45+00:00,https://okdiario.com/recetas/receta-merluza-hervida-4449758/,1 merluza picada con sus espinas. 1 tomate. 1 cebolla. 1 diente de ajo. 1 hoja de laurel. Agua. Sal. Pimienta. Aceite de oliva extra virgen,"Lavar y picar el tomate por la mitad.. Picar la cebolla en cuatro pedazos grandes.. Colocar el tomate y la cebolla en una cacerola honda sin aceite.. Añadir la hoja de laurel el ajo y un poco de pimienta.. Agregar un litro de agua y poner a fuego fuerte.. Agregar a la cacerola las espinas del pescado. Llevar a punto de ebullición durante 20 minutos. Si tuviésemos las espinas demasiado tiempo al fuego, corremos el riesgo de que el fumet de pescado restante tenga un punto amargo.. Retirar las espinas del pescado.. Colocar un poco de sal a las rodajas de merluzas y agregar en el caldo de pescado que hemos hecho. Dejar hervir nuevamente contar unos 5 minutos a partir de allí.. Es importante controlar el tiempo de cocción, para no pasar el pescado. En función de lo grande que sean las rodajas de merluza, el tiempo puede variar entre 5 y 10 minutos. pero no más.. Sacar las rodajas de merluza y servir. Se puede acompañar el plato con un poco del caldo en el que fue cocinado el pescado."
Receta de boquerones al horno,2019-08-07 09:00:41+00:00,https://okdiario.com/recetas/receta-boquerones-horno-4449815/,1 kg de boquerones. 100 gr de pan rallado. 2 cucharadas de vinagre. Pimentón. Aceite. Sal,"Empezaremos esta receta en la misma pescadería o en casa. Vamos a buscar los boquerones más frescos, nos los deben limpiar a la perfección, quitarles la tripa, la cabeza y las espinas. Este pescado bien limpio es increíble, se come con mucha facilidad y puede acabar siendo un imprescindible de cualquier menú semanal saludable.. Cubrimos una fuente para horno con papel vegetal, de esta manera evitaremos que se peguen los boquerones y podamos retirarlos del horno de forma fácil sin que se rompan.. Salpimentamos al gusto y vamos colocando una capa de boquerones en una fuente apta para horno. Le añadiremos un chorrito de aceite en la base para conseguir que queden más crujientes.. Ponemos por encima de los boquerones el pan rallado. Uno de los secretos de esta receta es añadirle un poco de pimentón, le dará color y sabor a un plato tradicional como éste. Lo podemos mezclar con el pan rallado o espolvorearlo por encima.. Seguimos colocando otra capa de boquerones por encima, nos deberá quedar como una especie de pastel de boquerones el horno. Volvemos a ponerle una capa de pan rallado con el pimentón.. Le daremos sabor a este plato. En un vaso mezclamos un poco de vinagre con aceite. Regamos los boquerones con esta mezcla, le dará un sabor especial destacado. Si queremos hacerlos más suaves, en lugar de vinagre pondremos un poco de limón, el efecto será similar.. Esta fuente irá directamente al horno a 180º durante unos 20 minutos, comprobamos que los boquerones se han cocinado a la perfección con este toque crujiente que tanto nos gusta. Podemos comerlos en frío o en caliente estarán impresionantes con un poco de limón. Tendremos listo un entrante o una cena de picoteo de lujo."
Receta de Salmorejo de calabacín,2019-08-07 08:00:09+00:00,https://okdiario.com/recetas/receta-salmorejo-calabacin-4449708/,100 gramos de calabacín. 800 gramos de tomates maduros. 1 diente de ajo. 15 mililitros de vinagre. 35 mililitros de aceite de oliva virgen. 1 cucharada de sal,"Lavamos bien y cortamos el calabacín crudo en rodajas gruesas con piel y semillas. Reservamos.. En la licuadora colocamos el diete de ajo, los tomates y la sal. Batimos durante 30 segundos a velocidad media hasta obtener un puré.. Añadimos el calabacín troceado y el vinagre. Licuamos por 30 segundos y luego aumentamos al máximo la velocidad durante dos minutos.. Disminuimos la velocidad a la mitad nuevamente, mientras vertemos todo el aceite poco a poco hasta obtener una crema. Ponemos a punto de sal y pimienta.. Colocamos esta crema en una fuente y reservamos en el frigorífico.. Unos minutos antes de servir, adornamos la superficie con jamón serrano o huevos sancochados picados."
Receta de Apple pie,2019-08-06 18:00:29+00:00,https://okdiario.com/recetas/receta-apple-pie-4448383/,500 gr de harina. 250 gr de mantequilla. 1 cucharada de vinagre de manzana. 1 cucharadita de sal. 50 gr de azúcar glas. 7 cucharadas de agua,"Mezclar la harina con el azúcar y la sal. Cortar la mantequilla en cuadrados pequeños y agregar. Con un tenedor aplastar la mantequilla hasta formar un arenado.. Añadir el agua y el vinagre y amasar hasta obtener una masa lisa.. Dividir en dos partes iguales la masa, envolver en papel film y llevar a la nevera durante una hora.. Retirar del frío un momento antes de usar.. Mientras, hacer el relleno. Pelar y cortar las manzanas en trozos pequeños. . Mezclar con el azúcar, la canela y la vainilla.. Calentar una sartén con la mantequilla. Cuando se funda, agregar las manzanas.. Remover y cocinar hasta que se vean doradas.. Añadir la harina de maíz mezclada con el zumo de limón. Cocinar todo junto durante cinco minutos y retirar del fuego.. Para el montaje, estirar ambas partes de la masa en círculos del mismo tamaño.. Engrasar el molde a usar. Cubrir con un disco de masa. Pinchar con el tenedor la superficie. Tapar con papel de aluminio y rellenar con alubias o garbanzos.. Llevar al horno precalentado a temperatura moderada durante 15 minutos.. Retirar el papel y los garbanzos.. Rellenar con las manzanas y cubrir con el otro disco de masa. Presionar los bordes y hacer un pliegue. Cortar unas ranuras en la superficie y pincelar con yema de huevo.. Hornear durante 45 minutos, dejar enfriar el apple pie y servir."
Receta de Boquerones a la sidra,2019-08-06 16:00:46+00:00,https://okdiario.com/recetas/receta-boquerones-sidra-4448329/,1 kg de boquerones frescos. 1 ½ taza de sidra natural (sin gas). 1 cucharada de harina. 1 cebolla. 1 cucharada de pimentón en polvo. 1 rama de perejil. 10 cucharadas de aceite de oliva virgen extra. Sal al gusto,"Salar los boquerones. Reservar.. Pelar y cortar la cebolla en trozos pequeños. Reservar.. Lavar y secar el perejil. Cortarlo en trozos muy pequeños. Reservar.. En una cacerola amplia, verter 3 cucharadas de aceite de oliva virgen extra. Agregar la la cebolla en trozos. Rehogar unos minutos. Añadir un poco de perejil picado y la cucharada de harina espolvoreada. Seguir rehogando hasta que la harina coja color.. A continuación, incorporar los boquerones sobre la cebolla y distribuirlos en toda la cacerola.. Verter la sidra sobre los boquerones.. Cubrir los boquerones con el pimentón en polvo y el restante de perejil picado. Mover la cacerola con ambas manos.. Encender el fuego a media intensidad y cocinar durante 7 -8 minutos, moviendo de vez en cuando la cacerola para que no se peguen los ingredientes.. Al servir, bañar los boquerones con la salsa de sidra."
Receta de anguila con cerveza,2019-08-06 15:00:14+00:00,https://okdiario.com/recetas/receta-anguila-cerveza-4446890/,1 kg de anguila. ½ de cerveza rubia. 3 yemas de huevo. Nata líquida. Pan. Mantequilla. Pimienta. 1 ramito de hierbas aromáticas. Aceite. Sal,"Empezamos esta increíble receta buscando el ingrediente principal. La anguila es un pescado que se obtiene de una serie de lugares especiales de nuestra geografía, lo podemos encontrar fresco o congelado, en cualquier caso, estará increíble.. Limpiamos la anguila, le quitamos cualquier pielecilla que pueda tener y la espina central para que sea mucho más fácil comerla. La cortaremos en trocitos del mismo tamaño y la salpimentaremos al gusto.. Rehogamos la anguila en una sartén con un chorrito de aceite, le daremos color y la textura necesaria para triunfar. Este tipo de pescado se cocinará muy rápidamente no necesitará mucho más para quedar bien.. Cuando esté dorada y sellada, le añadimos la cerveza. Dejaremos que se cocine con este elemento durante unos 10 minutos. Lo ideal es emplear una cerveza rubia es mucho más delicada que una negra, aunque en ambos casos puede quedar bien.. Para darle un sabor mucho más especial a este plato le pondremos un ramito de hierbas aromáticas. Podemos escoger las que más nos gusten, lo ideal es que le aporten sabor a este pescado blanco. Queda bien con estragón, perejil, salvia, tomillo y perifollo.. Añadimos las yemas de huevo batidas con dos cucharadas de nata líquida, sin dejar de remover hasta que vaya espesando esta salsa. Rectificamos de sal y pimienta, retiramos del fuego cuando esté la salsa lista.. Serviremos esta anguila con cerveza en un cuenco. La podemos decorar con unas semillas de sésamo. Es mejor comerla en frío, tendrá unos sabores mucho más marcados, acompañamos esta delicia de unas tostadas con mantequilla para poder degustarla o un poco de arroz blanco, estará impresionante."
Receta de cordero con dátiles,2019-08-06 13:00:08+00:00,https://okdiario.com/recetas/receta-cordero-datiles-4446849/,450 gr de chuletas de cordero. 100 gr de dátiles. 15 gr de almendras. 2 limones. Canela. Pimienta. Aceite. Sal,"Esta receta de cordero con dátiles la podemos preparar en el microondas de forma fácil y rápida. Es perfecta para cualquier ocasión, su base es saludable, deliciosa y equilibrada, con una combinación de proteínas y ácidos grasos imprescindibles.. Empezamos a preparar esta delicia colocando los dátiles en un cuenco, les quitamos el hueso en el caso que lo tengan y los picamos en trocitos del mismo tamaño. Incorporamos un poco de canela, la ralladura de un limón y su zumo. Hidrataremos un poco más este fruto seco con un vaso de agua.. Mezclamos bien y ponemos en un recipiente apto para microondas, tapamos y colocamos a máxima potencia durante unos 4 minutos. Pasado este tiempo vamos a pasar esta mezcla por la batidora hasta que quede una salsa llena de dulzor que será la que le de personalidad a esta carne de cordero.. Limpiamos las chuletas de cordero, les quitaremos cualquier pielecilla o grasa que tengan de más. Las cortaremos en rodajas del mismo tamaño. Ponemos en un recipiente con tapa al microondas con un chorrito de aceite, salpimentadas al gusto.. Colocamos a máxima potencia durante unos 4 minutos hasta que vemos que la carne se ha dorado. Ponemos en ese momento la mezcla anterior. Salpimentamos al gusto para equilibrar el dulzor de la salsa.. Ponemos 5 minutos más en el microondas para que todos los sabores se integren. Removemos y volvemos a poner unos 2 minutos más en el caso de que la carne aún no esté lo suficientemente tierna.. Dejamos que repose y servimos con la almendra laminada por encima y unas rodajas de limón para decorar. Tendremos listo un plato de carne con unos sabores realmente impresionantes."
