title,date,url,ingredients,steps
Receta de Lomo de cerdo con salsa picante,2019-08-06 12:00:35+00:00,https://okdiario.com/recetas/receta-lomo-cerdo-salsa-picante-4448255/,1 kg de lomo de cerdo. 4 pimientos choriceros. 2 ñoras. 2 guindillas frescas. 2 guindillas secas. 4 tomates secos. ½ cucharada de comino. ½ cucharada de orégano. 3 clavitos de especia. 2 tazas de agua. 4 dientes de ajo. 1 hoja de laurel. 6 cucharadas de aceite de oliva. ½ cucharadita de pimienta negra. Sal al gusto,"Limpiar el lomo de cerdo retirando la grasa. Cortarlo en dados grandes y salpimentarlo.. En una cacerola, verter tres cucharadas de aceite de oliva y calentar a fuego medio. Incorporar los trozos de lomo de cerdo y sellarlos por todos sus lados hasta dorarse. Retirar de la sartén y reservar.. Mientras tanto, lavar y desechar las semillas de los pimientos, ñoras y guindillas.. Lavar los tomates secos.. Pelar los dientes de ajo y dejarlos enteros.. En la misma cacerola donde se selló el cerdo, agregar 3 cucharadas más de aceite de oliva. Incorporar los dientes de ajo y las guindillas frescas. Cocinar durante 2 minutos a fuego medio hasta que comiencen a dorarse.. Inmediatamente, agregar los pimientos choriceros, las ñoras, las guindillas secas, los tomates secos y la hoja de laurel. Añadir el comino, el orégano y los clavos. Remover y cocinar durante 1 minuto, removiendo continuamente.. Añadir el agua y una pizca de sal, subir el fuego a alto y dejar que llegue a punto de ebullición. Cocinar durante 10 minutos.. Pasado el tiempo, retirar la hoja de laurel y reservarla.. En un vaso de licuadora, agregar todo el contenido de la cacerola, incluyendo el caldo. Triturar hasta que se homogenice la salsa.. Verter la salsa nuevamente en la cacerola, los lomos de cerdo cocidos y la hoja de laurel reservada. Cocinar a fuego alto hasta que reduzca la salsa casi a su totalidad. Probar el punto final de sal.. Al servir, untar un poco de la salsa picante a los tacos de lomo de cerdo."
Receta de potaje verde,2019-08-06 11:00:15+00:00,https://okdiario.com/recetas/receta-potaje-verde-4446819/,1 kg de puerros. 1 kg de patatas. 300 gr de apio. 1 cucharada de mantequilla. 1 tarrina de nata líquida. Perifollo. Pimienta. Sal,"Esta receta se cocina muy fácilmente debemos asegurarnos de disponer de los ingredientes necesarios. En este caso vamos a usar una serie de verduras frescas que son una garantía de éxito, el sabor y la calidad de este elemento marcará el destino de este plato vegetariano.. Empezaremos por los puerros, los vamos a limpiar, les quitaremos la parte verde y nos quedaremos con la blanca. Los cortaremos en rodajas del mismo tamaño para que se vayan cocinando a la vez.. Ponemos un poquito de mantequilla en el fuego y los vamos a ir cocinando poco a poco. Nos interesa que queden transparentes y tiernos, este ingrediente es parecido a la cebolla, pero posee una suavidad mucho mayor.. Seguiremos con el apio, el otro protagonista verde de la receta. Le quitamos los hilos más duros, lo cortaremos en trocitos del mismo tamaño. Pondremos el apio en una olla grande a la espera del resto de los ingredientes.. Continuaremos con las patatas, las pelamos y las cortamos en taquitos del mismo tamaño, irán directamente a la olla en compañía del resto de los ingredientes.. Incorporamos los puerros y cubrimos con agua. Con unos dos litros será suficiente. Cocinamos estos ingredientes a fuego lento hasta que estén casi listos, en ese momento le incorporamos la nata líquida.. A medida que la nata vaya espesando vamos poniendo el perifollo. Lo tendremos picado para que nos aporte todo su sabor y color. Rectificaremos de sal y pimienta. Le añadimos la cantidad adecuada.. Cuando estén todas las verduras cocinadas, pasaremos esta mezcla por la batidora. Crearemos una especie de crema que podemos servir en caliente o frío, quedará siempre bien con unos trocitos de pan para acompañarla."
Receta de Berenjenas mozárabes,2019-08-06 10:00:30+00:00,https://okdiario.com/recetas/receta-berenjenas-mozarabes-4446699/,2 berenjenas. 500 ml de leche. 1 cucharadita de sal. Miel de caña c/n. Aceite para freír,"Lavar las berenjenas y cortar en rodajas finas.. En un bol mezclar la leche con la sal y echar las berenjenas. Remover para que queden impregnadas de la mezcla. Dejar reposar durante 30 minutos, así pierden el sabor amargo.. Mezclar la harina con la sal y la levadura.. Poco a poco incorporar la cantidad necesaria de agua, batiendo con un tenedor, hasta obtener una masa líquida pero espesa.. Calentar una sartén con suficiente aceite para freír.. Sumergir una a una las rodajas de berenjena por la masa, escurrir el exceso y freír por ambos lados hasta que se vean doradas.. Colocar sobre papel absorbente para eliminar el exceso de aceite.. Poner las berenjenas mozárabes en una fuente y rociar con un hilo de miel.. Servir enseguida."
"Receta de crepes de cuajada, miel y pasas",2019-08-06 09:00:41+00:00,https://okdiario.com/recetas/receta-crepes-cuajada-miel-pasas-4446803/,250 gr de harina. 4 huevos. ½ litro de leche entera. 50 gr de mantequilla. 10 gr de azúcar. 1 pellizco de sal. 250 gr de cuajada o requesón. 3 cucharadas de uvas pasas. 2 cucharadas de piñones. 1 limón. 4 cucharadas de miel,"El primer paso para preparar estas increíbles crepes es tener lista la base, colocamos la harina tamizada en el vaso de la batidora. Tamizarla será una de las formas de evitar que se generen grumos y nos quede una masa mucho más uniforme. Es importante y además muy necesario este paso.. Ponemos poco a poco a esta harina, la leche y los huevos. Estos ingredientes líquidos se irán transformando en una masa realmente única. Lo haremos de esta manera para que se integren despacio, batiendo y mezclando con las varillas.. Añadimos una pizca de sal para equilibrar los sabores y, finalmente, le pondremos el azúcar. Ponemos un poco de mantequilla en la sartén y dejamos que se caliente bien. Este es uno de los secretos de que nos salga una crepe perfecta.. Cuando la sartén está caliente, incorporamos la masa, la extendemos por toda la sartén y esperamos a que se cocine. En ese momento se empezará a despegar, será cuando le demos la vuelta a la crepe y la dejemos unos segundos más en el fuego.. Preparamos una salsa poniendo la miel, el zumo de medio limón, 1 cucharada de uvas pasas y la misma cantidad de piñones. Haremos una especie de salsa dulce con esta mezcla.. Batimos la cuajada con la ralladura del limón. La mezclamos con el resto de los frutos secos. Ponemos este relleno en la crepe y la regamos con la salsa. Tendremos lista una merienda, postre o desayuno sano y delicioso."
Receta de natillas de piña,2019-08-05 18:00:21+00:00,https://okdiario.com/recetas/receta-natillas-pina-4445440/,4 huevos. 100 ml de zumo de piña. 5 rodajas de piña fresca. 30 gr de fécula de maíz. 500 ml de leche. 150 gr de azúcar,"Disolver la fécula con unas cucharadas de leche.. Batir los huevos y agregar la fécula disuelta.. A parte, triturar en la licuadora o con la batidora las rodajas de piña, la leche, el azúcar y el zumo.. Pasar la preparación por un colador para extraer todo resto de fruta que haya quedado.. Colocar la preparación en una olla y llevar a fuego suave. Antes de que rompa el hervor, retirar del fuego y añadir los huevos con la fécula. Mezclar bien y volver al fuego.. Con cuchara de madera, remover hasta que las natillas comiencen a burbujear.. Colocar las natillas de piña en copas o cuencos individuales. Dejar templar durante 10 minutos a temperatura ambiente. Por último, cubrir con papel film y reservar en la nevera hasta el momento de servir.. Presentar cada copa decorada con un trozo de piña fresca."
Receta de Risotto de champiñones y frutos secos,2019-08-05 16:00:59+00:00,https://okdiario.com/recetas/receta-risotto-champinones-frutos-secos-4445339/,"½ taza de arroz. 150 gr de champiñones en conserva, cortados en láminas.. ½ cebolla. 1 pimiento verde. ½ pimiento rojo. ½ tomate. ¼ taza de vino blanco. 3 tazas de caldo de verduras. 1 cucharadita de azafrán. 10 nueces picadas. 5 almendras picadas. 2 cucharadas de queso parmesano rallado. 3 cucharadas de aceite de oliva. Una pizca de pimienta negra. ½ cucharada de sal","Pelar y cortar la cebolla en trozos pequeños.. Cortar el pimiento verde y el rojo en trozos pequeños.. Rallar el tomate y desechar la piel.. En una cacerola de baja poca profundidad, verter el aceite de oliva y calentar a fuego medio.. Una vez caliente el aceite, añadir la cebolla y los pimientos. Pochar durante unos minutos, hasta que comiencen a dorarse.. Agregar a la cacerola el tomate rallado y el vino blanco. Remover. Subir el fuego a medio-alto y dejar que se reduzca el vino durante 2 minutos.. Calentar en una cazuela aparte el caldo de verduras. Mantener caliente.. Incorporar el arroz a la cacerola del sofrito y dejar rehogar durante 2 minutos, removiendo de vez en cuando.. A continuación, bajar el fuego a medio y verter dos tazas del caldo de verduras caliente. Añadir la sal, la pimienta y el azafrán. Remover constantemente hasta que el arroz absorba todo el caldo.. Al secarse el caldo, bajar el fuego a medio-bajo e ir incorporando el resto del caldo de verduras poco a poco hasta conseguir que el arroz esté cremoso y blando. Este proceso puede durar unos 25 minutos.. Cuando hayan transcurrido 12 minutos, incorporar los champiñones.. Cuando falten 5 minutos de los 25 minutos de cocción del arroz, rectificar el punto de sal.. Retirar del fuego y añadir las nueces, las almendras y el queso parmesano rallado. Dejar reposar durante unos minutos antes de servir el risotto de champiñones y frutos secos."
Receta de pomelos rellenos,2019-08-05 15:00:18+00:00,https://okdiario.com/recetas/receta-pomelos-rellenos-4443742/,4 pomelos. 1 granada. 2 naranjas. 2 claras de huevo. 1 copa de licor de naranja. Azúcar,"Para preparar estos pomelos rellenos el primer paso será hacernos con la mejor materia prima a nuestra disposición. Los pomelos son un tipo de fruta que solemos cocinar de vez en cuando, pero nos servirá para crear un postre intenso y delicioso con una apariencia de restaurante.. Lavamos bien los pomelos, usaremos la parte exterior para servir de recipiente, es importante quedarnos con los más bonitos. Les haremos un corte en la parte superior y los vaciaremos con cuidado, deben quedar lo más enteros posibles.. Guardaremos la pulpa y el zumo en un bol. Seguiremos con el resto de las frutas. Vamos a pelar las naranjas con cuidado, les dejaremos solo la parte de la pulpa y nos desharemos de la parte blanca.. Pelaremos y desgranaremos la granada, este elemento será una auténtica sorpresa en un mar dulce de sabores cítricos.. En un cazo ponemos la pulpa y el zumo del pomelo, con un poco de azúcar. Le añadiremos el licor de naranja y dejaremos que se cocinen estos ingredientes durante unos minutos.. Le incorporamos a esta base el resto de los ingredientes la pulpa de naranja y las pepitas de la granada. Mezclaremos bien fuera del fuego hasta tener una base dulce repleta de fruta y de buenas vibraciones.. Rellenaremos los pomelos con esta base y los pondremos directamente en el congelador. Nos interesa que queden lo más fresquitos posibles para disfrutar de todos los sabores a modo de helado saludable.. Para completar esta receta batiremos las claras a punto de nieve con un poco de azúcar y lo dispondremos por encima. Será la puerta de entrada dulce a los sabores cítricos de este dulce. Podemos acompañar esta delicia de un poco de fruta troceada o de unas láminas de almendra, estará impresionante."
Receta de atún con espinacas al microondas,2019-08-05 13:00:21+00:00,https://okdiario.com/recetas/receta-atun-espinacas-microondas-4443652/,1 kg de atún. 1/ kg de espinacas. ½ kg de tomates. 2 cebollas. 4 dientes de ajo. Perejil. Orégano. Aceite. Sal,"Lo más complicado de esta receta será hacernos con todos los ingredientes, por lo demás, se cocinarán muy fácilmente en el microondas. Buscaremos un recipiente apto para este elemento con tapa para poder conseguir el resultado adecuado.. Empezaremos con el bonito, lo vamos a lavar y preparar, le quitaremos cualquier pielecilla o espina que pueda tener. Lo colocaremos en la fuente para microondas.. Pelamos los tomates y los troceamos, los disponemos sobre el atún. Repetiremos la operación con la cebolla y el ajo. Le daremos el toque de color y sabor con un poquito de perejil que vamos a picar muy finito.. Para que todos estos ingredientes se cocinen en el microondas a las mil maravillas ponemos un vasito de aceite. Por último, una pizca de orégano conseguirá darle el sabor que este pescado necesitará.. Tapamos el recipiente y lo ponemos en el microondas a máxima potencia durante unos 4 minutos. Este tipo de pescado se cocinará de forma rápida, no necesitará muchos minutos para quedar bien, es mejor que esté poco hecho.. Pasados estos minutos comprobaremos el punto de cocción del atún. Si vemos que ya casi está hecho le ponemos las espinacas, esta verdura se cocinará casi que con el calor residual de este pescado.. Para que queden perfectamente hechas, colocamos con el resto de los ingredientes y volvemos a poner en el microondas a máxima potencia durante unos 2 minutos. En ese momento tendremos listo un plato de pescado completo y delicioso.. Dejamos que repose unos minutos y antes de que se enfríe lo serviremos con un poco de pan para mojar una salsa a base de tomate y espinacas de lo más especial."
Receta de Potaje de judías con champiñones,2019-08-05 12:00:13+00:00,https://okdiario.com/recetas/receta-potaje-judias-champinones-4443815/,370 gramos de alubias blancas cocidas o en conserva. 250 gramos de champiñones. 1 zanahoria. 1 cebolla. Aceite de oliva. Sal. Pimienta. Perejil,"Lavar las alubias y dejarlas escurrir durante media hora. . Lavar, pelar y cortar en rodajas o en bastones la zanahoria. En agua poner a hervir las rodajas de zanahorias hasta que estén blandas pero no demasiado. Lo ideal es que estén un poco al dente. Retirar y reservar.. Cortar los champiñones.. En una sartén agregar aceite de oliva y poner a sofreír la cebolla previamente picada.. Cuando la cebolla este cristalizada agregar la zanahoria y luego los champiñones cortados.. Agregar las alubias a la preparación.. Colocar sal y pimienta al gusto.. Tapar la sartén y dejar cocer el conjunto unos minutos. . Picar el perejil finamente y agregar al final de la preparación."
Receta de macarrones con almejas,2019-08-05 11:00:29+00:00,https://okdiario.com/recetas/receta-macarrones-almejas-4443583/,400 gr de macarrones. ½ kg de almejas. 3 tomates. 1 vaso de vino blanco. 1 cebolla. Ajo. Perejil. Pimienta blanca. Aceite. Sal,"Estos macarrones con almejas son muy sencillos de cocinar, la parte más complicada será hacernos con todos los ingredientes necesarios. Intentaremos que sean lo más frescos posibles y de buena calidad.. Pelamos y picamos la cebolla muy finita. En una sartén con un poquito de aceite vamos a empezar a pocharla. Añadiremos un poquito de sal para acelerar el proceso.. Seguimos con el resto de las verduras, pelaremos y trocearemos los tomates. Los vamos a añadir directamente a la cebolla y dejaremos que se cocinen a fuego lento.. En un mortero pelamos el diente de ajo y lo machacamos. Le añadiremos un poco de perejil picado, vamos a deshacer esta pasta con un poco de vino blanco. Formaremos una salsa repleta de sabor que dará mucha personalidad a estos macarrones.. Añadimos a la salsa de tomate y cebolla que tenemos en el fuego esta mezcla. El vino le dará ese sabor especial afrutado e intenso que con el ajo cobrará especial protagonismo.. Las almejas las habremos tenido en remojo con un poco de sal unas horas antes. De esta manera conseguiremos que se limpien y queden perfectamente cocinadas sin ninguna impureza.. Escurriremos las almejas y las vamos a poner en la salsa de tomate. Dejaremos que se abran y nos aporten todos sus jugos para darle a esta salsa un sabor a mar destacado.. Retiramos las almejas de sus cáscaras para hacer esta pasta más fácil de comer. Cocinamos los macarrones, pueden ser de cualquier tipo. Podemos optar por una variedad integral si queremos cuidarnos un poco más.. Hervimos la pasta con un poco de sal y cuando esté lista la escurrimos. La vamos a poner en un plato con la salsa por encima, tendremos lista una receta sencilla y deliciosa."
Receta de ceviche de sardinas,2019-08-05 10:00:57+00:00,https://okdiario.com/recetas/receta-ceviche-sardinas-4443729/,1 kg de filetes de sardinas. 5 limones. 1 cebolla morada. 1 diente de ajo. 1 pimiento rojo. 1 rama de perejil. 4 cucharadas de aceite de oliva virgen extra. Pimienta negra al gusto recién molida. Sal al gusto. Salsa tabasco (opcional),"Lavar y secar el perejil. Cortarlo en trozos muy pequeños hasta conseguir de tres cucharadas. Reservar.. Lavar los filetes de sardina. Incorporarlos en un recipiente con agua muy fría con hielo durante 5 minutos. Retirar y dejar escurrir.. En un bol, colocar los filetes por capas. Salpimentar cada capa de filetes y agregarles aceite de oliva y perejil picado.. Pelar y cortar la cebolla morada en tiras finas y alargadas.. Pelar y triturar el diente de ajo.. Cortar el pimiento en tiras finas y alargadas.. Extraer el zumo de los limones, retirando y desechando las semillas.. En un bol aparte, verter el zumo de limón y el ajo. Mezclar muy bien. Si se desea, se le agrega la cantidad deseada de salsa tabasco.. Incorporar la cebolla y el pimiento al recipiente con las sardinas.. Verter al recipiente con sardinas el zumo de la mezcla de limón. El zumo debe cubrir todas las sardinas. Remover con las manos todos los ingredientes hasta integrarlos.. Tapar el recipiente con ceviche con un papel film y refrigerar en la nevera durante 24 horas para su consumo."
Receta de pollo al Jerez,2019-08-05 09:00:42+00:00,https://okdiario.com/recetas/receta-pollo-jerez-4443544/,1 pollo. 1 vaso de Jerez. 2 cucharadas de harina. 2 vasos de leche. 300 gr de aceitunas deshuesadas. Ajo. Aceite. Sal,"El pollo es un tipo de carne delicioso que es de las más sencillas de cocinar, además se trata de un ingrediente low cost que nos permite crear comidas espectaculares con poco dinero. Usaremos un pollo entero que pediremos que nos corten en trozos para que se cocine más rápidamente.. Vamos a limpiar el pollo antes de cocinarlo, nos aseguramos de que no tiene ninguna impureza o pielecilla. Lo secaremos antes de salpimentar al gusto. Le añadiremos un poco de ajo en polvo o cortado muy finito para que se macere con este ingrediente. Dejaremos que repose unos 20 minutos.. Pasado este tiempo ponemos un buen chorrito de aceite en una sartén y sellamos el pollo. Doraremos cada una de las piezas de pollo, cuando estén listas las ponemos en otra sartén y nos quedamos con el aceite previamente colado.. Pondremos unas 3 cucharadas soperas de aceite. Le añadimos a este aceite las 2 cucharadas de harina, tostaremos este ingrediente hasta que coja color y nos elimine ese sabor a crudo que puede tener.. En ese momento le vamos introduciendo la leche y el Jerez. Haremos una bechamel con un sabor un poco más especial. Cuando tenga el punto de textura adecuado, la salpimentaremos al gusto.. Incorporamos a esta bechamel el pollo y dejamos que se cocine a fuego lento hasta que la salsa siga espesando. El pollo debe quedar muy tierno para conseguir una carne de lo más gustosa.. Le añadimos a esta base las aceitunas deshuesadas. Este ingrediente le dará una gracia destacada al pollo, su textura e intensidad son ideales para las carnes blancas. Servimos el pollo con la salsa bien espesa y las aceitunas acompañándolo. Tendremos listo un plato sencillo, rápido y delicioso."
Receta de Crema templada de apio y manzana,2019-08-05 08:00:05+00:00,https://okdiario.com/recetas/receta-crema-templada-apio-manzana-4443677/,8 tallos de apio enteros y frescos. 1 manzana. 1 cebolla. 1 patata pequeña. 2 cucharadas de mantequilla. 2 tazas de agua. 1 taza de leche. 1 pizca de sal,"Lavar y limpiar el apio, quitándole las venas. Cortar en trozos. Reservar.. Lavar y pelar la patata y cortarla en trozos pequeños. Reservar en un tazón con agua.. Pelar y cortar la cebolla en trozos pequeños.. En una cacerola, poner las dos cucharadas de mantequilla y calentar a fuego medio-alto.. Al fundirse la mantequilla, agregar la patata y la cebolla picadas. Añadir una pizca de sal y rehogar durante 2 minutos, hasta que comiencen a cambiar de color. Remover cada 30 segundos.. Incorporar a la cacerola el apio ya troceado. Remover y dejar cocinar durante 5 minutos. Remover de vez en cuando.. Mientras, pelar la manzana y cortarla en trozos.. Añadir la manzana a la cacerola con la patata y la cebolla. Rehogar durante 2 minutos.. A continuación, verter a la cacerola el agua y la leche. Añadir una pizca de sal. Remover y dejar cocinar hasta que llegue a punto de ebullición.. Al hervir, bajar el fuego a bajo y cocinar durante 20-25 minutos.. Con la licuadora de mano, triturar y mezclar hasta conseguir una crema. Si no se dispone de este utensilio, triturar en la licuadora tradicional.. Rectificar el punto de sal."
Receta de Pan con tomate y tortilla,2019-08-04 18:00:35+00:00,https://okdiario.com/recetas/receta-pan-tomate-tortilla-4433308/,2 huevos. 1 rebanada de pan. ½ tomate. 1 diente de ajo. Sal al gusto. Aceite de oliva,"En un recipiente batimos los dos huevos con un tenedor o con un batidor manual. Una vez que estén bien mezclados agregamos sal al gusto.. Calentamos el aceite de oliva en una sartén. Cuando esté bien caliente incorporamos los huevos. Revolvemos constantemente para evitar que se peguen y lo volteamos de vez en cuando para que se cocine por ambos lados. Retiramos del fuego.. Aparte, tostamos el pan por unos pocos segundos. Es importante que no se queme ni se dore en exceso.. El diente de ajo lo pasamos por la superficie del pan para que tome su sabor característico.. Tomamos el medio tomate y lo untamos a lo largo de todo el pan, cuidando de que quede bien impregnado.. El próximo paso es verter un poco de aceite de oliva sobre el pan, pero sin excedernos. Colocamos la tortilla de huevos encima y servimos."
Receta de tarta de higos y almendras,2019-08-04 15:00:14+00:00,https://okdiario.com/recetas/receta-tarta-higos-almendras-4441753/,½ kg de higos. 250 gr de almendras molidas. 200 gr de masa de hojaldre. 250 gr de azúcar,"Esta tarta de higos y almendras la podemos preparar con unos pocos ingredientes solo dos elementos más además de los protagonistas nos ayudarán a tener listo un postre saludable que hará historia.. Los higos de esta tarta deben estar muy maduros, la textura de esta fruta es la que conseguirá darle la gracia y el contraste necesario para que con las almendras sea algo simplemente maravilloso. Los vamos a pelar, les quitaremos toda la piel y los trocearemos, guardaremos los más bonitos para decorar la tarta.. Mezclaremos las almendras con el azúcar. Lo ideal es que estén picadas o fileteadas, no deben aquedar enteras, quedará mucho mejor con el tamaño adecuado para que puedan mezclarse con el resto de los ingredientes. Podemos cambiar el azúcar por azúcar moreno, miel o cualquier otro edulcorante que nos permita crear un postre más saludable.. Encenderemos el horno a 180º para que vaya precalentándose y prepararemos la fuente para la tarta. La engrasaremos con un poco de mantequilla.. Ponemos un poco de harina en la mesa de trabajo y extendemos el hojaldre con ayuda de un rodillo, nos interesa que quede una masa fina y delicada al igual que el resto de los ingredientes.. Forramos el molde con el hojaldre. Ponemos por encima del hojaldre la mitad de la almendra y el azúcar. Encima disponemos los higos y coronamos el resto de almendra y azúcar que nos quedaba.. Horneamos esta delicia a 180º durante unos 20 minutos. Cuando veamos que esté dorada paramos el horno y la sacamos. Dejaremos que se enfríe antes de desmoldarla, la podemos servir con un poco de yogur natural y almendra picada por encima, estará impresionante."
Receta de almejas en salsa rubia,2019-08-04 13:00:52+00:00,https://okdiario.com/recetas/receta-almejas-salsa-rubia-4441714/,1 kg de almejas. 1 vaso de vino blanco. Harina. 1 cebolla. 1 diente de ajo. 1 hoja de laurel. Pimienta. Perejil. Aceite. Sal,"Las almejas son un marisco de lo más especial, perfecto para celebraciones o darnos un pequeño capricho. Para poder cocinarlas a la perfección las vamos a poner previamente en remojo con agua y sal, de esta manera eliminarán cualquier impureza que puedan tener y se limpiarán. Resulta muy desagradable encontrar esa arenilla que sin lavarlas tendrían.. Ponemos las almejas en un cazo con un vaso de agua y la hoja de laurel. Cuando las tenemos todas abiertas, les retiramos la concha que les sirve de tapa y las reservamos, aprovecharemos el agua de la cocción para hacer la salsa.. Seguimos con las verduras, pelamos y picamos muy finita la cebolla, repetiremos la operación con el diente de ajo. Colocamos estos dos ingredientes en una sartén con un chorrito de aceite, dejamos que se vayan pochando a fuego lento hasta que hayan cogido ese color dorado que nos interesa.. En ese momento ponemos la harina y dejamos que se tueste. Es importante que se cocine bien o de lo contrario nos aportará un sabor a crudo que no le van nada bien a nuestras almejas. Cuando tenemos la harina lista, le colocamos el caldo de la cocción de las almejas. Dejaremos que vaya espesando un poco hasta que coja consistencia.. Sazonamos con la cantidad justa de sal y pimienta. Incorporamos las almejas y dejaremos que todos estos ingredientes se fundan en un mar de sabores y de texturas irrepetibles.. Pasados unos cinco minutos retiramos del fuego las almejas y preparamos el emplatado. Servimos las almejas con un poco de perejil picado por encima y disfrutamos de un entrante realmente sorprendente que se prepara en un abrir y cerrar de ojos."
